,imageName,imageOrigin,xBudCenter,yBudCenter,radio,class,type
20885,/home/wences/Documents/corpus-26000/corpus-26000-bc/20769.jpg,0665.jpg,3112,1664,300,False,0
20886,/home/wences/Documents/corpus-26000/corpus-26000-bc/20770.jpg,0665.jpg,3112,1816,300,False,0
20887,/home/wences/Documents/corpus-26000/corpus-26000-bc/20771.jpg,0665.jpg,3112,1968,300,False,0
20888,/home/wences/Documents/corpus-26000/corpus-26000-bc/20772.jpg,0665.jpg,3112,2120,300,False,0
20889,/home/wences/Documents/corpus-26000/corpus-26000-bc/20773.jpg,0665.jpg,3112,2272,300,False,0
20890,/home/wences/Documents/corpus-26000/corpus-26000-bc/20774.jpg,0665.jpg,3112,2424,300,False,0
20891,/home/wences/Documents/corpus-26000/corpus-26000-bc/20775.jpg,0665.jpg,3112,2576,300,False,0
20892,/home/wences/Documents/corpus-26000/corpus-26000-bc/20776.jpg,0665.jpg,3112,2728,300,False,0
20893,/home/wences/Documents/corpus-26000/corpus-26000-bc/20777.jpg,0665.jpg,3264,2272,300,False,0
20894,/home/wences/Documents/corpus-26000/corpus-26000-bc/20778.jpg,0665.jpg,3264,2424,300,False,0
20895,/home/wences/Documents/corpus-26000/corpus-26000-bc/20779.jpg,0665.jpg,3264,2576,300,False,0
20896,/home/wences/Documents/corpus-26000/corpus-26000-bc/20780.jpg,0665.jpg,3264,2728,300,False,0
20897,/home/wences/Documents/corpus-26000/corpus-26000-bc/20781.jpg,0665.jpg,2300,1932,300,False,0
20898,/home/wences/Documents/corpus-26000/corpus-26000-bc/20782.jpg,0665.jpg,2300,2084,300,False,0
20899,/home/wences/Documents/corpus-26000/corpus-26000-bc/20783.jpg,0665.jpg,2452,1932,300,False,0
20900,/home/wences/Documents/corpus-26000/corpus-26000-bc/20784.jpg,0665.jpg,2452,2084,300,False,0
20901,/home/wences/Documents/corpus-26000/corpus-26000-bc/20785.jpg,0665.jpg,2604,1932,300,False,0
20902,/home/wences/Documents/corpus-26000/corpus-26000-bc/20786.jpg,0665.jpg,2604,2084,300,False,0
20951,/home/wences/Documents/corpus-26000/corpus-26000-bc/20837.jpg,0667.jpg,2112,1064,300,False,0
20952,/home/wences/Documents/corpus-26000/corpus-26000-bc/20838.jpg,0667.jpg,2264,760,300,False,0
20953,/home/wences/Documents/corpus-26000/corpus-26000-bc/20839.jpg,0667.jpg,2264,912,300,False,0
20954,/home/wences/Documents/corpus-26000/corpus-26000-bc/20840.jpg,0667.jpg,2264,1064,300,False,0
20955,/home/wences/Documents/corpus-26000/corpus-26000-bc/20841.jpg,0667.jpg,2264,1216,300,False,0
20956,/home/wences/Documents/corpus-26000/corpus-26000-bc/20842.jpg,0667.jpg,2416,912,300,False,0
20957,/home/wences/Documents/corpus-26000/corpus-26000-bc/20843.jpg,0667.jpg,2416,1064,300,False,0
20958,/home/wences/Documents/corpus-26000/corpus-26000-bc/20844.jpg,0667.jpg,2416,1216,300,False,0
20959,/home/wences/Documents/corpus-26000/corpus-26000-bc/20845.jpg,0667.jpg,2568,1064,300,False,0
20960,/home/wences/Documents/corpus-26000/corpus-26000-bc/20846.jpg,0667.jpg,2568,1216,300,False,0
20961,/home/wences/Documents/corpus-26000/corpus-26000-bc/20847.jpg,0667.jpg,2720,1064,300,False,0
20962,/home/wences/Documents/corpus-26000/corpus-26000-bc/20848.jpg,0667.jpg,2720,1216,300,False,0
20963,/home/wences/Documents/corpus-26000/corpus-26000-bc/20849.jpg,0667.jpg,2872,1216,300,False,0
20964,/home/wences/Documents/corpus-26000/corpus-26000-bc/20850.jpg,0667.jpg,3024,1216,300,False,0
20965,/home/wences/Documents/corpus-26000/corpus-26000-bc/20851.jpg,0667.jpg,3024,1368,300,False,0
20966,/home/wences/Documents/corpus-26000/corpus-26000-bc/20852.jpg,0667.jpg,3024,1520,300,False,0
20967,/home/wences/Documents/corpus-26000/corpus-26000-bc/20853.jpg,0667.jpg,3176,1520,300,False,0
20968,/home/wences/Documents/corpus-26000/corpus-26000-bc/20855.jpg,0668.jpg,1180,900,400,False,0
20969,/home/wences/Documents/corpus-26000/corpus-26000-bc/20856.jpg,0668.jpg,1180,1052,400,False,0
20970,/home/wences/Documents/corpus-26000/corpus-26000-bc/20857.jpg,0668.jpg,1180,1204,400,False,0
20971,/home/wences/Documents/corpus-26000/corpus-26000-bc/20858.jpg,0668.jpg,1332,900,400,False,0
20972,/home/wences/Documents/corpus-26000/corpus-26000-bc/20859.jpg,0668.jpg,1332,1052,400,False,0
20973,/home/wences/Documents/corpus-26000/corpus-26000-bc/20860.jpg,0668.jpg,1332,1204,400,False,0
20974,/home/wences/Documents/corpus-26000/corpus-26000-bc/20861.jpg,0668.jpg,1332,1356,400,False,0
20975,/home/wences/Documents/corpus-26000/corpus-26000-bc/20862.jpg,0668.jpg,1484,900,400,False,0
20976,/home/wences/Documents/corpus-26000/corpus-26000-bc/20863.jpg,0668.jpg,1484,1052,400,False,0
20977,/home/wences/Documents/corpus-26000/corpus-26000-bc/20864.jpg,0668.jpg,1484,1204,400,False,0
20978,/home/wences/Documents/corpus-26000/corpus-26000-bc/20865.jpg,0668.jpg,1484,1356,400,False,0
20979,/home/wences/Documents/corpus-26000/corpus-26000-bc/20866.jpg,0668.jpg,1636,1052,400,False,0
20980,/home/wences/Documents/corpus-26000/corpus-26000-bc/20867.jpg,0668.jpg,1636,1204,400,False,0
20981,/home/wences/Documents/corpus-26000/corpus-26000-bc/20868.jpg,0668.jpg,1636,1356,400,False,0
20982,/home/wences/Documents/corpus-26000/corpus-26000-bc/20869.jpg,0668.jpg,1788,1052,400,False,0
20983,/home/wences/Documents/corpus-26000/corpus-26000-bc/20870.jpg,0668.jpg,1788,1204,400,False,0
20984,/home/wences/Documents/corpus-26000/corpus-26000-bc/20871.jpg,0668.jpg,1788,1356,400,False,0
20985,/home/wences/Documents/corpus-26000/corpus-26000-bc/20872.jpg,0668.jpg,1940,1052,400,False,0
20986,/home/wences/Documents/corpus-26000/corpus-26000-bc/20873.jpg,0668.jpg,1940,1204,400,False,0
20987,/home/wences/Documents/corpus-26000/corpus-26000-bc/20874.jpg,0668.jpg,1940,1356,400,False,0
20988,/home/wences/Documents/corpus-26000/corpus-26000-bc/20875.jpg,0668.jpg,1940,1508,400,False,0
20989,/home/wences/Documents/corpus-26000/corpus-26000-bc/20876.jpg,0668.jpg,2092,1204,400,False,0
20990,/home/wences/Documents/corpus-26000/corpus-26000-bc/20877.jpg,0668.jpg,2092,1356,400,False,0
20991,/home/wences/Documents/corpus-26000/corpus-26000-bc/20878.jpg,0668.jpg,2092,1508,400,False,0
21027,/home/wences/Documents/corpus-26000/corpus-26000-bc/20916.jpg,0670.jpg,876,1752,300,False,0
21028,/home/wences/Documents/corpus-26000/corpus-26000-bc/20917.jpg,0670.jpg,876,1904,300,False,0
21029,/home/wences/Documents/corpus-26000/corpus-26000-bc/20918.jpg,0670.jpg,1028,1752,300,False,0
21030,/home/wences/Documents/corpus-26000/corpus-26000-bc/20919.jpg,0670.jpg,1028,1904,300,False,0
21031,/home/wences/Documents/corpus-26000/corpus-26000-bc/20920.jpg,0670.jpg,1028,2056,300,False,0
21032,/home/wences/Documents/corpus-26000/corpus-26000-bc/20921.jpg,0670.jpg,1180,1600,300,False,0
21033,/home/wences/Documents/corpus-26000/corpus-26000-bc/20922.jpg,0670.jpg,1180,1752,300,False,0
21034,/home/wences/Documents/corpus-26000/corpus-26000-bc/20923.jpg,0670.jpg,1180,1904,300,False,0
21035,/home/wences/Documents/corpus-26000/corpus-26000-bc/20924.jpg,0670.jpg,1180,2056,300,False,0
21036,/home/wences/Documents/corpus-26000/corpus-26000-bc/20925.jpg,0670.jpg,1332,1600,300,False,0
21037,/home/wences/Documents/corpus-26000/corpus-26000-bc/20926.jpg,0670.jpg,1332,1752,300,False,0
21038,/home/wences/Documents/corpus-26000/corpus-26000-bc/20927.jpg,0670.jpg,1332,1904,300,False,0
21039,/home/wences/Documents/corpus-26000/corpus-26000-bc/20928.jpg,0670.jpg,1332,2056,300,False,0
21040,/home/wences/Documents/corpus-26000/corpus-26000-bc/20929.jpg,0670.jpg,1484,1600,300,False,0
21041,/home/wences/Documents/corpus-26000/corpus-26000-bc/20930.jpg,0670.jpg,1484,1752,300,False,0
21042,/home/wences/Documents/corpus-26000/corpus-26000-bc/20931.jpg,0670.jpg,1484,1904,300,False,0
21043,/home/wences/Documents/corpus-26000/corpus-26000-bc/20932.jpg,0670.jpg,1484,2056,300,False,0
21044,/home/wences/Documents/corpus-26000/corpus-26000-bc/20933.jpg,0670.jpg,1636,1600,300,False,0
21045,/home/wences/Documents/corpus-26000/corpus-26000-bc/20934.jpg,0670.jpg,1636,1752,300,False,0
21046,/home/wences/Documents/corpus-26000/corpus-26000-bc/20935.jpg,0670.jpg,1636,1904,300,False,0
21047,/home/wences/Documents/corpus-26000/corpus-26000-bc/20936.jpg,0670.jpg,1636,2056,300,False,0
21048,/home/wences/Documents/corpus-26000/corpus-26000-bc/20937.jpg,0670.jpg,1788,1600,300,False,0
21049,/home/wences/Documents/corpus-26000/corpus-26000-bc/20938.jpg,0670.jpg,1788,1752,300,False,0
21050,/home/wences/Documents/corpus-26000/corpus-26000-bc/20939.jpg,0670.jpg,1788,1904,300,False,0
21051,/home/wences/Documents/corpus-26000/corpus-26000-bc/20940.jpg,0670.jpg,1788,2056,300,False,0
21052,/home/wences/Documents/corpus-26000/corpus-26000-bc/20941.jpg,0670.jpg,1940,1600,300,False,0
21053,/home/wences/Documents/corpus-26000/corpus-26000-bc/20942.jpg,0670.jpg,1940,1752,300,False,0
21054,/home/wences/Documents/corpus-26000/corpus-26000-bc/20943.jpg,0670.jpg,1940,1904,300,False,0
21055,/home/wences/Documents/corpus-26000/corpus-26000-bc/20944.jpg,0670.jpg,1940,2056,300,False,0
21056,/home/wences/Documents/corpus-26000/corpus-26000-bc/20945.jpg,0670.jpg,1940,2208,300,False,0
21057,/home/wences/Documents/corpus-26000/corpus-26000-bc/20946.jpg,0670.jpg,2092,1448,300,False,0
21058,/home/wences/Documents/corpus-26000/corpus-26000-bc/20947.jpg,0670.jpg,2092,1600,300,False,0
21059,/home/wences/Documents/corpus-26000/corpus-26000-bc/20948.jpg,0670.jpg,2092,1752,300,False,0
21060,/home/wences/Documents/corpus-26000/corpus-26000-bc/20949.jpg,0670.jpg,2092,1904,300,False,0
21061,/home/wences/Documents/corpus-26000/corpus-26000-bc/20950.jpg,0670.jpg,2092,2056,300,False,0
21062,/home/wences/Documents/corpus-26000/corpus-26000-bc/20951.jpg,0670.jpg,2092,2208,300,False,0
21063,/home/wences/Documents/corpus-26000/corpus-26000-bc/20952.jpg,0670.jpg,2244,1600,300,False,0
21064,/home/wences/Documents/corpus-26000/corpus-26000-bc/20953.jpg,0670.jpg,2244,1752,300,False,0
21065,/home/wences/Documents/corpus-26000/corpus-26000-bc/20954.jpg,0670.jpg,2244,1904,300,False,0
21066,/home/wences/Documents/corpus-26000/corpus-26000-bc/20955.jpg,0670.jpg,2244,2056,300,False,0
21067,/home/wences/Documents/corpus-26000/corpus-26000-bc/20956.jpg,0670.jpg,2244,2208,300,False,0
21068,/home/wences/Documents/corpus-26000/corpus-26000-bc/20957.jpg,0670.jpg,2396,1600,300,False,0
21069,/home/wences/Documents/corpus-26000/corpus-26000-bc/20958.jpg,0670.jpg,2396,1752,300,False,0
21070,/home/wences/Documents/corpus-26000/corpus-26000-bc/20959.jpg,0670.jpg,2396,1904,300,False,0
21071,/home/wences/Documents/corpus-26000/corpus-26000-bc/20960.jpg,0670.jpg,2396,2056,300,False,0
21072,/home/wences/Documents/corpus-26000/corpus-26000-bc/20961.jpg,0670.jpg,2396,2208,300,False,0
21073,/home/wences/Documents/corpus-26000/corpus-26000-bc/20962.jpg,0670.jpg,2548,1600,300,False,0
21074,/home/wences/Documents/corpus-26000/corpus-26000-bc/20963.jpg,0670.jpg,2548,1752,300,False,0
21075,/home/wences/Documents/corpus-26000/corpus-26000-bc/20964.jpg,0670.jpg,2548,1904,300,False,0
21076,/home/wences/Documents/corpus-26000/corpus-26000-bc/20965.jpg,0670.jpg,2548,2056,300,False,0
21077,/home/wences/Documents/corpus-26000/corpus-26000-bc/20966.jpg,0670.jpg,2548,2208,300,False,0
21078,/home/wences/Documents/corpus-26000/corpus-26000-bc/20967.jpg,0670.jpg,2700,1600,300,False,0
21079,/home/wences/Documents/corpus-26000/corpus-26000-bc/20968.jpg,0670.jpg,2700,1752,300,False,0
21080,/home/wences/Documents/corpus-26000/corpus-26000-bc/20969.jpg,0670.jpg,2700,1904,300,False,0
21081,/home/wences/Documents/corpus-26000/corpus-26000-bc/20970.jpg,0670.jpg,2700,2056,300,False,0
21082,/home/wences/Documents/corpus-26000/corpus-26000-bc/20971.jpg,0670.jpg,2852,1600,300,False,0
21083,/home/wences/Documents/corpus-26000/corpus-26000-bc/20972.jpg,0670.jpg,2852,1752,300,False,0
21084,/home/wences/Documents/corpus-26000/corpus-26000-bc/20973.jpg,0670.jpg,2852,1904,300,False,0
21085,/home/wences/Documents/corpus-26000/corpus-26000-bc/20974.jpg,0670.jpg,2852,2056,300,False,0
21086,/home/wences/Documents/corpus-26000/corpus-26000-bc/20975.jpg,0670.jpg,3004,1144,300,False,0
21087,/home/wences/Documents/corpus-26000/corpus-26000-bc/20976.jpg,0670.jpg,3004,1296,300,False,0
21088,/home/wences/Documents/corpus-26000/corpus-26000-bc/20977.jpg,0670.jpg,3004,1448,300,False,0
21089,/home/wences/Documents/corpus-26000/corpus-26000-bc/20978.jpg,0670.jpg,3004,1600,300,False,0
21090,/home/wences/Documents/corpus-26000/corpus-26000-bc/20979.jpg,0670.jpg,3004,1752,300,False,0
21091,/home/wences/Documents/corpus-26000/corpus-26000-bc/20980.jpg,0670.jpg,3004,1904,300,False,0
21092,/home/wences/Documents/corpus-26000/corpus-26000-bc/20981.jpg,0670.jpg,3004,2056,300,False,0
21093,/home/wences/Documents/corpus-26000/corpus-26000-bc/20982.jpg,0670.jpg,3156,1144,300,False,0
21094,/home/wences/Documents/corpus-26000/corpus-26000-bc/20983.jpg,0670.jpg,3156,1296,300,False,0
21095,/home/wences/Documents/corpus-26000/corpus-26000-bc/20984.jpg,0670.jpg,3156,1448,300,False,0
21096,/home/wences/Documents/corpus-26000/corpus-26000-bc/20985.jpg,0670.jpg,3156,1600,300,False,0
21097,/home/wences/Documents/corpus-26000/corpus-26000-bc/20986.jpg,0670.jpg,3156,1752,300,False,0
21098,/home/wences/Documents/corpus-26000/corpus-26000-bc/20987.jpg,0670.jpg,3156,1904,300,False,0
21099,/home/wences/Documents/corpus-26000/corpus-26000-bc/20988.jpg,0670.jpg,3156,2056,300,False,0
21100,/home/wences/Documents/corpus-26000/corpus-26000-bc/20989.jpg,0670.jpg,3308,1296,300,False,0
21101,/home/wences/Documents/corpus-26000/corpus-26000-bc/20990.jpg,0670.jpg,3308,1448,300,False,0
21102,/home/wences/Documents/corpus-26000/corpus-26000-bc/20991.jpg,0670.jpg,3308,1600,300,False,0
21103,/home/wences/Documents/corpus-26000/corpus-26000-bc/20992.jpg,0670.jpg,3308,1752,300,False,0
21104,/home/wences/Documents/corpus-26000/corpus-26000-bc/20993.jpg,0670.jpg,3308,1904,300,False,0
21105,/home/wences/Documents/corpus-26000/corpus-26000-bc/20994.jpg,0670.jpg,3308,2056,300,False,0
21106,/home/wences/Documents/corpus-26000/corpus-26000-bc/20995.jpg,0670.jpg,3460,1296,300,False,0
21107,/home/wences/Documents/corpus-26000/corpus-26000-bc/20996.jpg,0670.jpg,3460,1448,300,False,0
21108,/home/wences/Documents/corpus-26000/corpus-26000-bc/20997.jpg,0670.jpg,3460,1600,300,False,0
21109,/home/wences/Documents/corpus-26000/corpus-26000-bc/20998.jpg,0670.jpg,3460,1752,300,False,0
21110,/home/wences/Documents/corpus-26000/corpus-26000-bc/20999.jpg,0670.jpg,3460,1904,300,False,0
21111,/home/wences/Documents/corpus-26000/corpus-26000-bc/21000.jpg,0670.jpg,3460,2056,300,False,0
21112,/home/wences/Documents/corpus-26000/corpus-26000-bc/21001.jpg,0670.jpg,3612,1448,300,False,0
21113,/home/wences/Documents/corpus-26000/corpus-26000-bc/21002.jpg,0670.jpg,3612,1600,300,False,0
21114,/home/wences/Documents/corpus-26000/corpus-26000-bc/21003.jpg,0670.jpg,3612,1752,300,False,0
21115,/home/wences/Documents/corpus-26000/corpus-26000-bc/21004.jpg,0670.jpg,3612,1904,300,False,0
21116,/home/wences/Documents/corpus-26000/corpus-26000-bc/21005.jpg,0670.jpg,3612,2056,300,False,0
21117,/home/wences/Documents/corpus-26000/corpus-26000-bc/21006.jpg,0670.jpg,3764,1600,300,False,0
21118,/home/wences/Documents/corpus-26000/corpus-26000-bc/21007.jpg,0670.jpg,3764,1752,300,False,0
21119,/home/wences/Documents/corpus-26000/corpus-26000-bc/21008.jpg,0670.jpg,3764,1904,300,False,0
21120,/home/wences/Documents/corpus-26000/corpus-26000-bc/21009.jpg,0670.jpg,3764,2056,300,False,0
21121,/home/wences/Documents/corpus-26000/corpus-26000-bc/21010.jpg,0670.jpg,3916,2056,300,False,0
21122,/home/wences/Documents/corpus-26000/corpus-26000-bc/21012.jpg,0671.jpg,1616,864,300,False,0
21123,/home/wences/Documents/corpus-26000/corpus-26000-bc/21013.jpg,0671.jpg,1616,1016,300,False,0
21124,/home/wences/Documents/corpus-26000/corpus-26000-bc/21014.jpg,0671.jpg,1616,1168,300,False,0
21125,/home/wences/Documents/corpus-26000/corpus-26000-bc/21015.jpg,0671.jpg,1768,864,300,False,0
21126,/home/wences/Documents/corpus-26000/corpus-26000-bc/21016.jpg,0671.jpg,1768,1016,300,False,0
21127,/home/wences/Documents/corpus-26000/corpus-26000-bc/21017.jpg,0671.jpg,1768,1168,300,False,0
21128,/home/wences/Documents/corpus-26000/corpus-26000-bc/21018.jpg,0671.jpg,1768,1320,300,False,0
21129,/home/wences/Documents/corpus-26000/corpus-26000-bc/21019.jpg,0671.jpg,1920,864,300,False,0
21130,/home/wences/Documents/corpus-26000/corpus-26000-bc/21020.jpg,0671.jpg,1920,1016,300,False,0
21131,/home/wences/Documents/corpus-26000/corpus-26000-bc/21021.jpg,0671.jpg,1920,1168,300,False,0
21132,/home/wences/Documents/corpus-26000/corpus-26000-bc/21022.jpg,0671.jpg,2072,864,300,False,0
21133,/home/wences/Documents/corpus-26000/corpus-26000-bc/21023.jpg,0671.jpg,2072,1016,300,False,0
21134,/home/wences/Documents/corpus-26000/corpus-26000-bc/21024.jpg,0671.jpg,2072,1168,300,False,0
21135,/home/wences/Documents/corpus-26000/corpus-26000-bc/21025.jpg,0671.jpg,2224,864,300,False,0
21136,/home/wences/Documents/corpus-26000/corpus-26000-bc/21026.jpg,0671.jpg,2224,1016,300,False,0
21137,/home/wences/Documents/corpus-26000/corpus-26000-bc/21027.jpg,0671.jpg,2224,1168,300,False,0
21138,/home/wences/Documents/corpus-26000/corpus-26000-bc/21028.jpg,0671.jpg,2376,864,300,False,0
21139,/home/wences/Documents/corpus-26000/corpus-26000-bc/21029.jpg,0671.jpg,2376,1016,300,False,0
21140,/home/wences/Documents/corpus-26000/corpus-26000-bc/21030.jpg,0671.jpg,2376,1168,300,False,0
21141,/home/wences/Documents/corpus-26000/corpus-26000-bc/21031.jpg,0671.jpg,2528,864,300,False,0
21142,/home/wences/Documents/corpus-26000/corpus-26000-bc/21032.jpg,0671.jpg,2528,1016,300,False,0
21143,/home/wences/Documents/corpus-26000/corpus-26000-bc/21033.jpg,0671.jpg,2528,1168,300,False,0
21144,/home/wences/Documents/corpus-26000/corpus-26000-bc/21034.jpg,0671.jpg,2680,864,300,False,0
21145,/home/wences/Documents/corpus-26000/corpus-26000-bc/21035.jpg,0671.jpg,2680,1016,300,False,0
21146,/home/wences/Documents/corpus-26000/corpus-26000-bc/21036.jpg,0671.jpg,2680,1168,300,False,0
21147,/home/wences/Documents/corpus-26000/corpus-26000-bc/21037.jpg,0671.jpg,2832,864,300,False,0
21148,/home/wences/Documents/corpus-26000/corpus-26000-bc/21038.jpg,0671.jpg,2832,1016,300,False,0
21149,/home/wences/Documents/corpus-26000/corpus-26000-bc/21039.jpg,0671.jpg,2832,1168,300,False,0
21150,/home/wences/Documents/corpus-26000/corpus-26000-bc/21040.jpg,0671.jpg,2832,1320,300,False,0
21151,/home/wences/Documents/corpus-26000/corpus-26000-bc/21041.jpg,0671.jpg,2984,864,300,False,0
21152,/home/wences/Documents/corpus-26000/corpus-26000-bc/21042.jpg,0671.jpg,2984,1016,300,False,0
21153,/home/wences/Documents/corpus-26000/corpus-26000-bc/21043.jpg,0671.jpg,2984,1168,300,False,0
21154,/home/wences/Documents/corpus-26000/corpus-26000-bc/21044.jpg,0671.jpg,2984,1320,300,False,0
21155,/home/wences/Documents/corpus-26000/corpus-26000-bc/21045.jpg,0671.jpg,2984,1472,300,False,0
21156,/home/wences/Documents/corpus-26000/corpus-26000-bc/21046.jpg,0671.jpg,3136,864,300,False,0
21157,/home/wences/Documents/corpus-26000/corpus-26000-bc/21047.jpg,0671.jpg,3136,1016,300,False,0
21158,/home/wences/Documents/corpus-26000/corpus-26000-bc/21048.jpg,0671.jpg,3136,1168,300,False,0
21159,/home/wences/Documents/corpus-26000/corpus-26000-bc/21049.jpg,0671.jpg,3136,1320,300,False,0
21160,/home/wences/Documents/corpus-26000/corpus-26000-bc/21050.jpg,0671.jpg,3288,1016,300,False,0
21161,/home/wences/Documents/corpus-26000/corpus-26000-bc/21051.jpg,0671.jpg,2840,824,300,False,0
21162,/home/wences/Documents/corpus-26000/corpus-26000-bc/21052.jpg,0671.jpg,2840,976,300,False,0
21163,/home/wences/Documents/corpus-26000/corpus-26000-bc/21053.jpg,0671.jpg,2840,1128,300,False,0
21164,/home/wences/Documents/corpus-26000/corpus-26000-bc/21054.jpg,0671.jpg,2840,1280,300,False,0
21165,/home/wences/Documents/corpus-26000/corpus-26000-bc/21055.jpg,0671.jpg,2840,1432,300,False,0
21166,/home/wences/Documents/corpus-26000/corpus-26000-bc/21056.jpg,0671.jpg,2840,1584,300,False,0
21167,/home/wences/Documents/corpus-26000/corpus-26000-bc/21057.jpg,0671.jpg,2992,824,300,False,0
21168,/home/wences/Documents/corpus-26000/corpus-26000-bc/21058.jpg,0671.jpg,2992,976,300,False,0
21169,/home/wences/Documents/corpus-26000/corpus-26000-bc/21059.jpg,0671.jpg,2992,1128,300,False,0
21170,/home/wences/Documents/corpus-26000/corpus-26000-bc/21060.jpg,0671.jpg,2992,1280,300,False,0
21171,/home/wences/Documents/corpus-26000/corpus-26000-bc/21061.jpg,0671.jpg,2992,1432,300,False,0
21172,/home/wences/Documents/corpus-26000/corpus-26000-bc/21062.jpg,0671.jpg,2992,1584,300,False,0
21173,/home/wences/Documents/corpus-26000/corpus-26000-bc/21063.jpg,0671.jpg,2992,1736,300,False,0
21216,/home/wences/Documents/corpus-26000/corpus-26000-bc/21108.jpg,0673.jpg,2136,2704,400,False,0
21217,/home/wences/Documents/corpus-26000/corpus-26000-bc/21109.jpg,0673.jpg,2336,2104,400,False,0
21218,/home/wences/Documents/corpus-26000/corpus-26000-bc/21110.jpg,0673.jpg,2336,2304,400,False,0
21219,/home/wences/Documents/corpus-26000/corpus-26000-bc/21111.jpg,0673.jpg,2336,2504,400,False,0
21220,/home/wences/Documents/corpus-26000/corpus-26000-bc/21112.jpg,0673.jpg,2336,2704,400,False,0
21221,/home/wences/Documents/corpus-26000/corpus-26000-bc/21113.jpg,0673.jpg,2536,1904,400,False,0
21222,/home/wences/Documents/corpus-26000/corpus-26000-bc/21114.jpg,0673.jpg,2536,2104,400,False,0
21223,/home/wences/Documents/corpus-26000/corpus-26000-bc/21115.jpg,0673.jpg,2536,2304,400,False,0
21224,/home/wences/Documents/corpus-26000/corpus-26000-bc/21116.jpg,0673.jpg,2536,2504,400,False,0
21225,/home/wences/Documents/corpus-26000/corpus-26000-bc/21117.jpg,0673.jpg,2736,1904,400,False,0
21226,/home/wences/Documents/corpus-26000/corpus-26000-bc/21118.jpg,0673.jpg,2736,2104,400,False,0
21227,/home/wences/Documents/corpus-26000/corpus-26000-bc/21119.jpg,0673.jpg,2736,2304,400,False,0
21228,/home/wences/Documents/corpus-26000/corpus-26000-bc/21120.jpg,0673.jpg,2736,2504,400,False,0
21229,/home/wences/Documents/corpus-26000/corpus-26000-bc/21121.jpg,0673.jpg,2936,1304,400,False,0
21230,/home/wences/Documents/corpus-26000/corpus-26000-bc/21122.jpg,0673.jpg,2936,1504,400,False,0
21231,/home/wences/Documents/corpus-26000/corpus-26000-bc/21123.jpg,0673.jpg,2936,1704,400,False,0
21232,/home/wences/Documents/corpus-26000/corpus-26000-bc/21124.jpg,0673.jpg,2936,1904,400,False,0
21233,/home/wences/Documents/corpus-26000/corpus-26000-bc/21125.jpg,0673.jpg,3136,1104,400,False,0
21234,/home/wences/Documents/corpus-26000/corpus-26000-bc/21126.jpg,0673.jpg,3136,1304,400,False,0
21235,/home/wences/Documents/corpus-26000/corpus-26000-bc/21127.jpg,0673.jpg,3136,1504,400,False,0
21236,/home/wences/Documents/corpus-26000/corpus-26000-bc/21128.jpg,0673.jpg,3136,1704,400,False,0
21237,/home/wences/Documents/corpus-26000/corpus-26000-bc/21129.jpg,0673.jpg,2768,1228,400,False,0
21238,/home/wences/Documents/corpus-26000/corpus-26000-bc/21130.jpg,0673.jpg,2768,1428,400,False,0
21239,/home/wences/Documents/corpus-26000/corpus-26000-bc/21131.jpg,0673.jpg,2768,1628,400,False,0
21240,/home/wences/Documents/corpus-26000/corpus-26000-bc/21132.jpg,0673.jpg,2968,1028,400,False,0
21241,/home/wences/Documents/corpus-26000/corpus-26000-bc/21133.jpg,0673.jpg,2968,1228,400,False,0
21242,/home/wences/Documents/corpus-26000/corpus-26000-bc/21134.jpg,0673.jpg,2968,1428,400,False,0
21243,/home/wences/Documents/corpus-26000/corpus-26000-bc/21135.jpg,0673.jpg,2968,1628,400,False,0
21293,/home/wences/Documents/corpus-26000/corpus-26000-bc/21188.jpg,0676.jpg,1168,2240,400,False,0
21294,/home/wences/Documents/corpus-26000/corpus-26000-bc/21189.jpg,0676.jpg,1368,2240,400,False,0
21295,/home/wences/Documents/corpus-26000/corpus-26000-bc/21190.jpg,0676.jpg,1368,2440,400,False,0
21296,/home/wences/Documents/corpus-26000/corpus-26000-bc/21191.jpg,0676.jpg,1568,2240,400,False,0
21297,/home/wences/Documents/corpus-26000/corpus-26000-bc/21192.jpg,0676.jpg,1568,2440,400,False,0
21298,/home/wences/Documents/corpus-26000/corpus-26000-bc/21193.jpg,0676.jpg,1768,2040,400,False,0
21299,/home/wences/Documents/corpus-26000/corpus-26000-bc/21194.jpg,0676.jpg,1768,2240,400,False,0
21300,/home/wences/Documents/corpus-26000/corpus-26000-bc/21195.jpg,0676.jpg,1768,2440,400,False,0
21301,/home/wences/Documents/corpus-26000/corpus-26000-bc/21196.jpg,0676.jpg,1968,2040,400,False,0
21302,/home/wences/Documents/corpus-26000/corpus-26000-bc/21197.jpg,0676.jpg,1968,2240,400,False,0
21303,/home/wences/Documents/corpus-26000/corpus-26000-bc/21198.jpg,0676.jpg,1968,2440,400,False,0
21304,/home/wences/Documents/corpus-26000/corpus-26000-bc/21199.jpg,0676.jpg,2168,2040,400,False,0
21305,/home/wences/Documents/corpus-26000/corpus-26000-bc/21200.jpg,0676.jpg,2168,2240,400,False,0
21306,/home/wences/Documents/corpus-26000/corpus-26000-bc/21201.jpg,0676.jpg,2168,2440,400,False,0
21307,/home/wences/Documents/corpus-26000/corpus-26000-bc/21202.jpg,0676.jpg,2368,2040,400,False,0
